date,coin_name,symbol,open_price,high_price,low_price,close_price,volume_24h,market_cap,daily_return_pct,volatility_pct,market_cap_rank,market_dominance_pct
2024-01-01,TRON,TRX,0.105039,0.108593,0.104421,0.104723,169731249.93,9213702623.56,0.0,0.0,12,0.6093103208410279
2024-01-01,Near Protocol,NEAR,3.465162,3.536405,3.45547,3.496963,99077152.87,3810694945.11,0.0,0.0,18,0.2520046342384687
2024-01-02,Bitcoin,BTC,44556.440782,46282.521245,44144.407965,44810.199927,19199254065.18,868430177464.85,2.93157798385002,2.0729386719575364,1,56.99338227122578
2024-01-02,Ethereum,ETH,2332.379075,2323.772587,2284.394929,2321.385171,8005553914.24,277444209999.58,-2.9036066779384195,2.0531599718688,2,18.20812349658856
2024-01-02,Tether,USDT,1.005382,1.01534,0.98458,1.0031,2220889932.39,109649586047.29,0.6953611471099963,0.49169458249513487,3,7.196088914963812
2024-01-02,BNB,BNB,308.048908,313.122933,308.249203,311.907044,908829706.87,47108082116.0,7.774264571972966,5.497235197580417,5,3.0916117400931213
2024-01-02,Solana,SOL,101.528043,102.607278,101.69196,102.223186,948105436.24,47219010022.74,-2.9138112357605883,2.060375683903866,4,3.098891722707078
2024-01-02,XRP,XRP,0.550315,0.572537,0.552991,0.55695,706207100.53,30704042562.69,-3.2180708257091295,2.2755197031975176,7,2.0150465523386387
2024-01-02,USD Coin,USDC,1.00217,1.010337,0.983628,0.998051,839147444.92,32138721247.31,0.07088827926973185,0.05012558297827315,6,2.109201722012296
2024-01-02,Cardano,ADA,0.591077,0.602677,0.587987,0.595939,417510101.64,21174363422.38,6.691838492125313,4.731844376386969,8,1.3896322585247904
2024-01-02,Avalanche,AVAX,36.700376,36.623411,36.167511,36.174567,285654012.01,14327951426.82,-0.3226883211455922,0.22817510009175065,9,0.9403155648231252
2024-01-02,Dogecoin,DOGE,0.090446,0.091169,0.088566,0.090012,302565052.29,13519637818.49,2.156346468131476,1.524767210203428,10,0.8872675159758703
2024-01-02,Polkadot,DOT,7.099193,7.216264,7.116829,7.208389,216310517.75,10149389307.78,2.964335810171903,2.096101953086671,11,0.6660846659272271
2024-01-02,Chainlink,LINK,14.990806,15.21231,14.894473,14.933266,172972383.03,8870989937.56,-1.3368998443009983,0.9453309456724754,13,0.5821858034821898
2024-01-02,Polygon,MATIC,0.841555,0.851209,0.83237,0.836862,152692100.98,8295120154.84,5.354449661979288,3.7861676655075716,14,0.5443925904908817
2024-01-02,Litecoin,LTC,72.755384,73.401733,71.824287,72.383488,149318323.44,5401534575.76,3.9759982443009267,2.8114553205309925,15,0.354492200888532
2024-01-02,Uniswap,UNI,6.671573,6.741301,6.533544,6.628397,112720183.36,5124522022.1,-0.3061626744142898,0.2164897032245534,16,0.3363124061573524
2024-01-02,Cosmos,ATOM,9.996723,10.024027,9.915823,9.988545,91747247.01,3919185089.33,1.6698887178536737,1.180789636221242,17,0.25720848927651846
2024-01-02,Stellar,XLM,0.129198,0.130898,0.126901,0.127806,83256854.68,3651004516.66,6.4916885389326495,4.590316987230268,19,0.23960832026751802
2024-01-02,Filecoin,FIL,5.25507,5.297174,5.186272,5.24372,70565615.92,3067119988.11,1.2490169496892412,0.8831883549421993,20,0.20128911510694944
2024-01-02,TRON,TRX,0.11108,0.111927,0.107505,0.110873,320370765.13,9705967153.34,5.8726354287024,4.152580335071835,12,0.6369837329894696
2024-01-02,Near Protocol,NEAR,3.495467,3.471429,3.439214,3.465464,90376022.29,3838006800.16,-0.900753024838985,0.636928572037941,18,0.25188091616028224
2024-01-03,Bitcoin,BTC,42446.877737,42689.967965,41156.132622,42275.669009,17622360025.88,826385762458.55,-5.656147310498483,4.365302158397256,1,55.91620767632456
2024-01-03,Ethereum,ETH,2246.79298,2292.691006,2206.270848,2257.725657,8966696042.12,272916468039.3,-2.7423072566874707,1.6318291543308712,2,18.4665014796161
2024-01-03,Tether,USDT,0.966218,1.012469,0.997693,0.998585,2581956591.21,110234321038.01,-0.4501046755059468,0.5770923228571062,3,7.458847269926397
2024-01-03,BNB,BNB,294.979966,303.5386,289.927832,296.283746,1209463140.01,45239819033.31,-5.008959656582801,6.441269131595151,5,3.061087486284935
2024-01-03,Solana,SOL,105.724686,108.63558,106.75628,106.772669,1393624168.13,49681737776.67,4.450539234807249,3.708801541638396,4,3.3616435488629546
2024-01-03,XRP,XRP,0.564544,0.564494,0.560644,0.563903,689669765.91,31064081363.91,1.2484064996858057,2.3044854207250225,7,2.1019065232331604
2024-01-03,USD Coin,USDC,1.009074,1.032546,1.000888,1.003172,1046673787.67,31783619152.08,0.5131000319622769,0.27804316965683756,6,2.150593015936736
2024-01-03,Cardano,ADA,0.59703,0.596378,0.586767,0.592,401137803.52,20616784573.14,-0.660973690260247,4.067788826322881,8,1.3950051660861758
2024-01-03,Avalanche,AVAX,37.045976,36.983878,36.36531,36.814183,351361655.46,14460994191.43,1.768137266162717,1.1256101146445174,9,0.9784824365904792
2024-01-03,Dogecoin,DOGE,0.089436,0.090149,0.089303,0.089331,303694186.82,13072767626.75,-0.7565657912278367,1.5114716734474973,10,0.8845500766457725
2024-01-03,Polkadot,DOT,7.613549,7.553642,7.506213,7.530802,229063806.24,10493227053.2,4.4727469619078475,2.2755239830057,11,0.7100091624956912
2024-01-03,Chainlink,LINK,15.469132,15.522166,15.358546,15.517277,250073831.83,9214776013.47,3.910805579971588,2.7270287157138893,13,0.6235046060414755
2024-01-03,Polygon,MATIC,0.886689,0.87627,0.857857,0.868516,160440390.43,8589358800.36,3.782463536401459,2.7522203753177767,14,0.5811866470914495
2024-01-03,Litecoin,LTC,69.600056,69.986794,68.517945,69.165458,132322920.78,5068527810.68,-4.44580675636963,4.21308594783336,15,0.3429546666341859
2024-01-03,Uniswap,UNI,6.5765,6.653085,6.489851,6.586186,90877601.24,4904182528.37,-0.6368206370258145,0.31848882638298814,16,0.33183447875857364
2024-01-03,Cosmos,ATOM,9.950712,10.01046,9.804095,9.926522,80666447.86,3861390102.61,-0.62094128824568,1.1847642895184083,18,0.26127542451177554
2024-01-03,Stellar,XLM,0.120651,0.122799,0.119715,0.122373,75273733.5,3534431412.05,-4.250974132669838,5.410138667954502,19,0.2391522335355163
2024-01-03,Filecoin,FIL,5.167619,5.290442,5.10931,5.175897,61508920.11,3048564834.22,-1.2934138359790293,1.2712799974583873,20,0.2062767682224385
2024-01-03,TRON,TRX,0.110518,0.111922,0.1109,0.11144,176365365.18,9728038317.0,0.5113959214596786,3.2530053212620786,12,0.6582337638517806
2024-01-03,Near Protocol,NEAR,3.579135,3.615207,3.556352,3.593553,75071155.14,4001378953.06,3.696157282257162,2.4359980513958415,17,0.2707475693498526
2024-01-04,Bitcoin,BTC,44339.613226,44631.473573,44103.676098,44119.896893,16158385072.15,864837093336.19,4.3623860419746086,4.4326798874728075,1,56.1254049783633
2024-01-04,Ethereum,ETH,2436.349825,2459.882733,2400.070314,2431.891147,9725447684.32,294066466144.57,7.714200769256707,4.979645962350916,2,19.084055980129296
2024-01-04,Tether,USDT,0.990804,1.03019,0.99051,0.998383,2421210214.81,109084413748.58,-0.020228623502249743,0.47394484838284284,3,7.079260297275915
2024-01-04,BNB,BNB,304.488885,311.629513,304.59046,307.249258,1467546054.15,47137661679.99,3.7010170649050655,5.439762978991343,5,3.0590967615840667
2024-01-04,Solana,SOL,106.59404,110.370657,107.688723,108.451968,1521316333.79,49360996132.27,1.5727798281412353,3.0743005737986224,4,3.203384682971886
2024-01-04,XRP,XRP,0.580205,0.59405,0.574958,0.580175,850080666.55,31880359215.21,2.885602665706677,2.584019195719852,7,2.0689423309851027
2024-01-04,USD Coin,USDC,1.00424,1.001234,0.997297,0.9991,818471295.0,32130501867.0,-0.40591244572216745,0.3764456362081139,6,2.085175859521578
2024-01-04,Cardano,ADA,0.59781,0.613862,0.599316,0.602318,600395838.49,20891472688.74,1.7429054054054038,3.324025274033282,8,1.3557956455437836
2024-01-04,Avalanche,AVAX,38.825992,38.194864,36.976765,38.15622,396075066.34,15085654356.79,3.645434695644334,1.8294222406829255,9,0.9790149690183497
2024-01-04,Dogecoin,DOGE,0.091884,0.093131,0.089937,0.091258,304420094.14,13519187937.52,2.157145895601764,1.495835178246818,10,0.8773558671551521
2024-01-04,Polkadot,DOT,7.594858,7.77141,7.510277,7.54075,273564978.45,10408513501.12,0.1320974844378986,2.1975046065332124,11,0.6754821688089087
2024-01-04,Chainlink,LINK,15.870934,16.20849,15.474016,15.879755,275616402.29,9374609089.49,2.335963970998267,2.3460409216177225,13,0.6083847879740966
2024-01-04,Polygon,MATIC,0.88147,0.876777,0.858473,0.875606,281410717.15,8666232337.41,0.8163349897986949,2.5084375634095446,14,0.562413202811881
2024-01-04,Litecoin,LTC,72.765986,73.222725,72.009776,72.077543,114326966.32,5293633566.09,4.210316947514481,4.074419292499783,15,0.343541379056418
2024-01-04,Uniswap,UNI,6.401728,6.545628,6.45831,6.468695,105760023.82,4871084277.12,-1.7839004243123346,0.7794449101188202,16,0.3161191626072195
2024-01-04,Cosmos,ATOM,10.083584,10.067376,9.956443,10.062053,123411347.75,3886595050.42,1.3653422618717936,1.0925592626062264,17,0.2522286831503053
2024-01-04,Stellar,XLM,0.121392,0.123483,0.121124,0.122096,78816644.91,3534510740.18,-0.22635712126041208,4.444083328485652,19,0.22937943830291063
2024-01-04,Filecoin,FIL,5.256099,5.377257,5.139206,5.269222,87294821.58,3051590290.89,1.8030691105329177,1.3797087749461117,20,0.1980393096271414
2024-01-04,TRON,TRX,0.112766,0.115766,0.113635,0.113854,397265313.37,10044084988.71,2.1661880832735125,2.656136316097593,12,0.6518318212437136
2024-01-04,Near Protocol,NEAR,3.390654,3.500853,3.394482,3.427726,87974682.62,3776636190.84,-4.614569480400044,3.412713760301426,18,0.24509267386897418
2024-01-05,Bitcoin,BTC,45629.578609,47047.731701,45972.578919,46025.993217,16403199187.64,908472151631.08,4.320264683806241,4.218456589769362,1,57.434687657447746
2024-01-05,Ethereum,ETH,2418.26072,2459.17045,2419.961847,2452.16931,7465275119.23,295528955980.37,0.8338433660986633,4.314826101867828,2,18.683691349250033
2024-01-05,Tether,USDT,0.997872,1.013616,0.996484,1.003819,2395596503.09,109184632207.11,0.5444804248469826,0.46490882913896847,3,6.902782035255218
2024-01-05,BNB,BNB,300.740147,302.683462,301.233309,301.460481,1098932600.2,46141357521.06,-1.884065412454139,4.964289506533841,5,2.917111385918288
2024-01-05,Solana,SOL,105.498385,106.185598,103.848273,105.393695,1123805711.49,48257399815.29,-2.819933152342613,3.1107267668195284,4,3.050890091210294
2024-01-05,XRP,XRP,0.571097,0.58121,0.570564,0.57549,680907037.65,31229223336.23,-0.80751497393029,2.285329882092784,7,1.9743485641037295
2024-01-05,USD Coin,USDC,0.980184,1.010266,0.987197,0.996745,632356698.85,31908106961.05,-0.2357121409268359,0.34926978464404435,6,2.017268392606218
2024-01-05,Cardano,ADA,0.592419,0.595129,0.587031,0.594706,465089541.21,20613064591.84,-1.263784246859645,3.2162274118040455,8,1.3031824083650019
2024-01-05,Avalanche,AVAX,38.450462,38.546356,37.602823,37.904049,355434263.08,14903001101.08,-0.6608909373098215,1.8049543640680454,9,0.9421854174201706
2024-01-05,Dogecoin,DOGE,0.086199,0.086987,0.08624,0.086723,279174821.44,12667018738.63,-4.969427337877241,2.9228272565273725,10,0.8008239586629526
2024-01-05,Polkadot,DOT,7.380262,7.439067,7.373256,7.410785,271224548.27,10362177432.9,-1.7235023041474729,2.49731215379428,11,0.6551091557854908
2024-01-05,Chainlink,LINK,15.533821,15.314085,15.15184,15.217987,185761393.49,8947541889.96,-4.167369080946138,3.154169176376604,13,0.5656742177832554
2024-01-05,Polygon,MATIC,0.883014,0.897467,0.864736,0.892007,232601652.38,8807833644.24,1.8731027425577196,2.1897238992184658,14,0.5568416966743898
2024-01-05,Litecoin,LTC,68.381061,70.254538,68.195142,68.531213,91678875.39,5057048717.07,-4.920159390005862,4.394035209813911,15,0.3197126219135451
2024-01-05,Uniswap,UNI,6.892203,6.893058,6.663133,6.814265,98645293.52,5020295071.43,5.342190349058029,2.7772562368305596,16,0.3173890128146686
2024-01-05,Cosmos,ATOM,10.383146,10.710215,10.329182,10.357437,90300617.37,4025980330.26,2.9356235750298554,1.4081749969332886,18,0.2545272547632386
2024-01-05,Stellar,XLM,0.121249,0.123395,0.1217,0.121831,83559349.4,3509076042.17,-0.21704232734897078,3.8621586538470623,19,0.22184795217598594
2024-01-05,Filecoin,FIL,5.351726,5.445971,5.382746,5.404624,80771167.31,3197239914.18,2.5696772692439307,1.5280985169145653,20,0.20213330205791968
2024-01-05,TRON,TRX,0.113235,0.113266,0.110264,0.111721,229753321.86,9861114538.16,-1.8734519647970127,2.9170070696434767,12,0.6234313648873774
2024-01-05,Near Protocol,NEAR,3.686171,3.699643,3.534937,3.631837,94954098.34,4055003925.55,5.954705831212892,4.1171946902045455,17,0.25636216090448294
2024-01-06,Bitcoin,BTC,45235.988044,45940.312566,43520.210604,45177.609004,17666149786.64,885087383054.96,-1.843271928973056,3.9713211747645456,1,56.76799530620001
2024-01-06,Ethereum,ETH,2395.324145,2392.090318,2355.815582,2384.083944,6148397422.83,287751150265.99,-2.7765360948914353,4.095409449717288,2,18.455868042397615
2024-01-06,Tether,USDT,1.00325,1.017575,1.000799,1.002691,2410357714.33,111701769210.79,-0.11237085570207084,0.42980113675041065,3,7.164360979099629
2024-01-06,BNB,BNB,315.377993,319.357709,316.562502,318.602584,1380403024.42,48086185592.79,5.686351638243403,4.848435599410908,5,3.084165936929935
2024-01-06,Solana,SOL,103.701852,106.064571,102.029922,104.051241,891944440.95,48178769708.65,-1.273751717310978,2.8349343601534116,4,3.0901041242266833
2024-01-06,XRP,XRP,0.576302,0.594458,0.589852,0.592275,927178632.64,32507489334.55,2.9166449460459765,2.3611406776378323,6,2.084974927097668
2024-01-06,USD Coin,USDC,0.988478,1.016429,0.995507,0.999538,995221170.89,32163366701.08,0.280212090354115,0.33433039584362634,7,2.062903488259443
2024-01-06,Cardano,ADA,0.637215,0.638367,0.63624,0.638136,404395174.29,22345354971.37,7.302768090451428,3.7784701808189127,8,1.4331929597185735
2024-01-06,Avalanche,AVAX,36.719648,36.979606,36.288395,36.680609,262965533.85,14425453797.3,-3.227729048155259,2.3295380051858827,9,0.925224005146711
2024-01-06,Dogecoin,DOGE,0.090526,0.093956,0.090715,0.092443,502750430.51,13752587384.13,6.595712786688646,3.8365745413480523,10,0.8820675009237124
2024-01-06,Polkadot,DOT,7.508401,7.465193,7.256174,7.3791,286882745.77,10300041381.35,-0.4275525467274943,2.326834021305398,11,0.6606270883355644
2024-01-06,Chainlink,LINK,15.946339,16.13743,15.74383,15.868682,218017532.14,9457761903.33,4.2758283339314085,3.286056336259526,13,0.6066047190529837
2024-01-06,Polygon,MATIC,0.85561,0.856614,0.842741,0.851825,166928781.04,8481171886.96,-4.504673169605167,3.4208088062700948,14,0.5439679008960906
2024-01-06,Litecoin,LTC,71.48621,72.370694,71.070227,71.70818,136929518.06,5355620289.67,4.6357956629193176,4.404730995102381,15,0.3435003518142991
2024-01-06,Uniswap,UNI,6.845097,6.792825,6.720922,6.774037,123067084.36,5029676846.29,-0.5903498029501297,2.525299154512961,16,0.32259489522534945
2024-01-06,Cosmos,ATOM,10.33349,10.247599,9.960239,10.155286,113156441.51,3915935030.11,-1.9517473289965337,1.763001457338412,18,0.2511613945296346
2024-01-06,Stellar,XLM,0.118061,0.117762,0.11663,0.117591,67321272.79,3456428103.32,-3.480230811534002,3.7934448272694694,19,0.221689403896184
2024-01-06,Filecoin,FIL,5.367286,5.382452,5.341053,5.370344,60092329.98,3196469639.26,-0.6342716903155465,1.497677821493099,20,0.20501611134892297
2024-01-06,TRON,TRX,0.114375,0.115863,0.114292,0.114585,272879339.45,9945561691.23,2.5635287904691273,2.656792544040212,12,0.6378913655469074
2024-01-06,Near Protocol,NEAR,3.584312,3.661985,3.609093,3.619726,86955827.7,3992770637.55,-0.33346760881614035,3.712886078420466,17,0.25608949935409586
2024-01-07,Bitcoin,BTC,45635.82838,45512.095783,45018.17688,45191.733292,22020645519.2,873693356509.99,0.0312639121710756,3.6337349042994815,1,56.088720944233
2024-01-07,Ethereum,ETH,2493.08988,2540.2786,2469.079738,2492.439576,9312778925.98,301519874971.58,4.544958757542816,4.11105981930863,2,19.356750283619224
2024-01-07,Tether,USDT,0.98933,1.007708,0.977479,0.998549,2561748547.59,110004452554.96,-0.4130883791716444,0.4392702528883576,3,7.0619846150881465
2024-01-07,BNB,BNB,303.046644,305.853497,289.651722,301.559,1161647524.67,45778324151.99,-5.349480781361127,5.168346047386969,5,2.938843050051566
2024-01-07,Solana,SOL,112.551255,110.689346,109.540929,109.741773,1148190355.56,50134567941.87,5.468970812178964,3.3511689662809614,4,3.218501972115069
2024-01-07,XRP,XRP,0.567241,0.571119,0.555658,0.57082,726262014.91,31683734839.54,-3.6224726689460085,2.6605583128730355,7,2.034009013167668
2024-01-07,USD Coin,USDC,0.985691,1.016024,0.992075,1.001416,715441335.81,31901100808.72,0.18788680370331878,0.31047642845019646,6,2.0479633131486255
2024-01-07,Cardano,ADA,0.584524,0.597951,0.590856,0.592435,383277635.2,20694181281.95,-7.161639525116903,4.969110302541958,8,1.3285097688383212
2024-01-07,Avalanche,AVAX,37.982281,38.421614,37.335729,37.808671,328939648.53,15007375105.58,3.0753633343437725,2.3881125498664106,9,0.963432385207431
2024-01-07,Dogecoin,DOGE,0.092274,0.093759,0.093087,0.093467,284799470.38,13557149043.14,1.1077096156550503,3.503509797454908,10,0.8703318433340524
2024-01-07,Polkadot,DOT,7.290263,7.362597,7.284999,7.288095,188056327.04,10289297982.82,-1.233280481359511,2.272392180221565,11,0.6605447540264681
2024-01-07,Chainlink,LINK,15.921961,16.082088,15.867248,15.97134,175229508.35,9384188870.6,0.6469220317099955,3.0005999521523563,13,0.6024392275953425
2024-01-07,Polygon,MATIC,0.8853,0.901143,0.886718,0.88921,234936569.16,8769466247.24,4.388812256038488,3.3445237587168983,14,0.5629757185474152
2024-01-07,Litecoin,LTC,76.130365,77.140543,75.156788,75.459058,141065458.85,5592750753.97,5.230753311546876,4.38899314047774,15,0.3590392830765279
2024-01-07,Uniswap,UNI,6.751614,6.919451,6.542534,6.776201,110817891.65,5125470306.56,0.0319455001500657,2.3081630947029086,16,0.32904115796525363
2024-01-07,Cosmos,ATOM,10.258665,10.368339,10.222813,10.287654,117937588.23,4058834974.57,1.303439410765983,1.6333270343223565,17,0.26056609055232843
2024-01-07,Stellar,XLM,0.120929,0.122036,0.120583,0.120646,86926321.27,3473026173.36,2.5979879412540097,3.6298087990950205,19,0.22295876970809853
2024-01-07,Filecoin,FIL,5.657453,5.637569,5.615362,5.619531,81865119.44,3289042782.18,4.6400565773812685,2.045203556616774,20,0.21114753981905598
2024-01-07,TRON,TRX,0.113958,0.112048,0.110744,0.111227,188161536.39,9817892613.86,-2.9305755552646473,2.9558982820327917,12,0.630281820247472
2024-01-07,Near Protocol,NEAR,3.625784,3.613035,3.548921,3.583179,87765281.61,3924753852.07,-1.0096620572938475,3.445828125607,18,0.25195844965892306
2024-01-08,Bitcoin,BTC,46910.604982,46945.189773,46229.42747,46615.560269,21670030071.1,909493214062.42,3.150635909006083,3.7416660960620387,1,57.27261078538596
2024-01-08,Ethereum,ETH,2410.712937,2485.288623,2397.850577,2420.095686,8271765400.19,286889966348.0,-2.9025333531295217,4.330113847938134,2,18.066036257147704
2024-01-08,Tether,USDT,0.986866,1.003325,0.988686,1.000669,3548815761.85,110653487101.85,0.21230805899359328,0.4437682800898805,3,6.968071889753577
2024-01-08,BNB,BNB,308.281605,310.726186,307.297227,308.332242,1441370682.38,47162331022.06,2.246075229059641,5.187134495318005,5,2.9699065222190812
2024-01-08,Solana,SOL,113.962662,114.021825,111.417982,113.190824,1153565911.49,53120353054.64,3.142878874391797,3.4598025096013223,4,3.3450951125753905
2024-01-08,XRP,XRP,0.607323,0.607718,0.592363,0.602381,682857774.44,33285707468.38,5.529063452576999,3.406329513501186,6,2.096067721096714
2024-01-08,USD Coin,USDC,1.003604,1.011885,0.999621,1.002133,895794848.34,32368245447.39,0.07159861635921416,0.30940021817325514,7,2.038293298565478
2024-01-08,Cardano,ADA,0.633517,0.62921,0.62525,0.62552,447632603.06,21750101637.94,5.58457889895092,5.232463190215855,8,1.3696474986198521
2024-01-08,Avalanche,AVAX,38.687813,38.292512,37.501964,37.868618,411784878.8,14963660879.53,0.15855357624181554,2.3820948885583837,9,0.9422917205174552
2024-01-08,Dogecoin,DOGE,0.093757,0.095709,0.093363,0.093496,271859983.25,13768069956.77,0.031026993484339904,3.5022026984146937,10,0.8670029635272634
2024-01-08,Polkadot,DOT,7.573714,7.674544,7.52903,7.652266,226654008.0,10729165881.27,4.996792714694309,2.781161972873049,11,0.6756370823539163
2024-01-08,Chainlink,LINK,15.815202,16.115755,15.623676,15.75577,243716809.72,9243838137.99,-1.3497302042283166,3.1028978527774447,13,0.5821030169927944
2024-01-08,Polygon,MATIC,0.904364,0.950789,0.904612,0.924697,200253547.4,9149680976.08,3.990845806952237,3.351960431401315,14,0.5761737517675589
2024-01-08,Litecoin,LTC,73.671534,74.876683,73.818511,74.089457,137326588.74,5460599255.89,-1.8150253081611556,4.526000899005207,15,0.34386488101503543
2024-01-08,Uniswap,UNI,6.516584,6.59687,6.404612,6.587071,112188409.31,4974785081.57,-2.7910919407497015,2.591116145176069,16,0.3132721886346572
2024-01-08,Cosmos,ATOM,10.105226,10.106531,10.033337,10.069775,71544779.48,3905474135.02,-2.1178686608239294,1.9449126169401967,18,0.2459355348769442
2024-01-08,Stellar,XLM,0.122254,0.123737,0.121072,0.121698,66312951.35,3569999644.83,0.8719725477844165,3.6395240460060156,19,0.2248100337648941
2024-01-08,Filecoin,FIL,5.560595,5.63153,5.505171,5.521447,73556663.82,3269321742.43,-1.7454125620091743,2.3045080791487966,20,0.20587574353638055
2024-01-08,TRON,TRX,0.113257,0.118005,0.114832,0.114901,232526266.11,10227792513.56,3.3031548095336483,3.050172036722918,12,0.6440645963770805
2024-01-08,Near Protocol,NEAR,3.606443,3.711885,3.651299,3.675901,96050582.36,4021460063.23,2.587702149404203,3.533587414545061,17,0.25323940127225425
2024-01-09,Bitcoin,BTC,44973.518416,45293.790398,44255.128656,44782.985816,25036215556.48,860726108808.31,-3.9312505146885224,4.0505158966026,1,56.0363525801117
2024-01-09,Ethereum,ETH,2384.938474,2405.274926,2310.880989,2364.19591,5111865639.97,283595222213.79,-2.309816769782058,4.263279564140537,2,18.46306473032323
2024-01-09,Tether,USDT,0.990037,1.003762,0.989823,1.000054,3558248803.75,110189301616.05,-0.061458884006604375,0.34609406721864944,3,7.17371820457741
2024-01-09,BNB,BNB,318.183084,316.480489,311.09694,313.792018,1095077650.79,48700636816.24,1.7707444296402697,4.306507660502496,5,3.170585889731112
2024-01-09,Solana,SOL,114.174207,114.346373,112.493287,113.161196,1173264341.71,52078982182.07,-0.026175266645289685,3.0508866874728833,4,3.39052827339964
2024-01-09,XRP,XRP,0.600771,0.600187,0.586812,0.588557,709862931.75,32642409135.05,-2.294893099217943,3.243107784929618,6,2.1251377512974785
2024-01-09,USD Coin,USDC,1.007728,1.010755,0.99865,1.003472,725571049.26,32161942749.74,0.13361499920669928,0.31037537364760037,7,2.093857668708374
2024-01-09,Cardano,ADA,0.621644,0.638833,0.602905,0.618944,391821189.08,21563609921.68,-1.051285330604923,4.814918989079461,8,1.4038682411344896
2024-01-09,Avalanche,AVAX,37.324211,38.539906,37.811024,37.957565,334589614.92,15007635373.14,0.2348831425535547,2.3539390972351333,9,0.9770508162316245
2024-01-09,Dogecoin,DOGE,0.094348,0.098011,0.09399,0.09575,302519657.05,14148131069.57,2.4107983229229024,3.5186598419438453,10,0.9210940075487148
2024-01-09,Polkadot,DOT,7.623928,7.679363,7.503461,7.626865,320723586.6,10767055070.96,-0.33194089175677677,2.7333455982947763,11,0.7009738499057937
2024-01-09,Chainlink,LINK,15.949572,16.104457,15.384006,15.732449,210944057.86,9347763274.34,-0.14801561586643697,3.0092810826756478,13,0.6085728704123614
2024-01-09,Polygon,MATIC,0.875447,0.884813,0.874092,0.881367,187827170.7,8753160645.28,-4.6858592598440385,3.901744324903982,14,0.5698621095488403
2024-01-09,Litecoin,LTC,71.590145,74.098868,72.836225,73.689214,120019336.33,5504160951.07,-0.5402158636416909,4.3463535315214825,15,0.3583405923852738
2024-01-09,Uniswap,UNI,7.125346,7.16188,6.906794,7.043582,106981049.59,5209163876.45,6.93040958568687,3.702634279454972,16,0.3391352262248414
2024-01-09,Cosmos,ATOM,10.277027,10.485088,10.398597,10.410594,74622177.1,4071386359.35,3.384574133980145,2.2240018228339284,18,0.26506183463897187
2024-01-09,Stellar,XLM,0.130655,0.130385,0.126637,0.129553,108135160.87,3742209530.87,6.454502128219031,3.628915783248636,19,0.24363124407927936
2024-01-09,Filecoin,FIL,5.453162,5.598956,5.398704,5.429811,64696028.2,3194637570.69,-1.659637410265824,2.494186784644481,20,0.20798234821145004
